genus	WGS_kraken2_kraken2_standard_ONT_ZMB1	WGS_kraken2_kraken2_standard_NovaSeq_ZMB1	WGS_kraken2_kraken2_standard_MySeq_ZHMW4	WGS_kraken2_kraken2_standard_MySeq_ZHMW3	WGS_kraken2_kraken2_standard_MySeq_ZHMW2	WGS_kraken2_kraken2_standard_MySeq_ZHMW1	WGS_kraken2_kraken2_standard_MySeq_Q4	WGS_kraken2_kraken2_standard_MySeq_Q3	WGS_kraken2_kraken2_standard_MySeq_Q2	WGS_kraken2_kraken2_standard_MySeq_Q1	WGS_kraken2_kraken2_standard_MySeq_MN4	WGS_kraken2_kraken2_standard_MySeq_MN3	WGS_kraken2_kraken2_standard_MySeq_MN2	WGS_kraken2_kraken2_standard_MySeq_MN1	WGS_kraken2_kraken2_standard_MySeq_I4	WGS_kraken2_kraken2_standard_MySeq_I3	WGS_kraken2_kraken2_standard_MySeq_I2	WGS_kraken2_kraken2_standard_MySeq_I1
Serratia	101	292	19	27	22	21	11	8	2	6	11	12	27	42	6	12	37	19
Shewanella	254	259	28	37	32	30	37	38	22	39	25	24	35	75	42	30	105	40
Shigella	8	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shimwellia	11	4	0	0	1	1	0	1	1	0	1	3	2	4	0	1	2	2
Shinella	50	242	11	13	9	16	1	0	2	0	13	10	17	39	4	9	30	13
Shouchella	62	140	21	12	16	24	2	2	2	0	24	22	38	57	29	26	65	41
Siansivirga	11	1	1	0	1	0	0	0	0	0	1	1	0	0	0	2	1	2
Siccibacter	5	0	1	0	3	0	5	0	0	1	1	1	1	1	0	0	2	1
Sideroxydans	13	12	2	1	1	1	0	0	3	2	0	0	0	0	1	0	2	1
Silvanigrella	6	22	0	0	3	2	0	1	0	0	1	3	5	6	5	4	12	3
Silvimonas	2	13	0	0	0	0	1	1	0	0	1	0	0	2	0	0	0	0
Simiaoa	2363	4015	798	1075	1094	1117	44	38	27	37	719	706	1189	1780	748	753	2113	913
Simiduia	15	28	3	5	1	3	0	0	0	0	5	3	3	11	3	3	5	2
Siminovitchia	35	90	12	5	12	7	1	1	2	1	13	8	13	25	11	14	37	25
Simonsiella	1	4	0	1	0	0	1	1	1	2	3	3	0	0	1	1	11	4
Simplicispira	5	1	0	1	0	1	0	0	0	0	0	0	1	0	0	2	1	0
Singulisphaera	7	74	0	0	3	0	0	0	1	0	1	1	1	7	1	0	2	2
Sinimarinibacterium	8	7	2	4	3	3	0	0	0	1	0	0	0	1	0	1	1	0
Sinomicrobium	18	24	7	9	5	16	4	4	7	5	2	4	4	7	6	0	15	8
Sinomonas	29	118	5	5	3	5	0	0	1	0	3	4	7	13	5	6	14	9
Sinorhizobium	107	224	13	19	21	25	4	1	0	1	11	16	20	48	8	14	39	13
Skermanella	36	93	2	1	1	0	0	0	0	1	1	17	1	5	0	1	0	2
Skermania	1	6	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0
Slackia	1587	5507	31	66	81	62	1	2	2	3	88	75	94	260	62	86	191	89
Sneathia	18	32	1	7	10	4	18	23	15	20	6	6	9	25	10	10	25	13
Sneathiella	10	31	0	1	0	1	1	1	1	0	2	0	0	6	0	0	0	0
Snodgrassella	6	9	1	3	5	0	3	7	11	3	1	3	2	8	2	1	5	3
Sodaliphilus	20	16	5	10	5	4	18	25	16	18	1	1	6	3	3	8	18	6
Sodalis	2	27	0	1	2	0	1	4	2	1	0	1	0	1	0	0	2	0
Solibacillus	151	175	10	12	10	7	3	10	7	10	17	11	14	32	9	14	36	12
Solibaculum	206	128	45	54	43	47	56	20	6	25	37	39	73	100	41	29	93	48
Solicola	4	96	4	3	2	3	2	0	0	0	2	7	5	14	2	4	10	0
Solidesulfovibrio	23	47	2	1	2	5	0	1	1	0	1	3	0	1	2	0	4	2
Solimonas	16	11	3	3	5	2	0	1	0	0	4	6	3	8	2	2	7	1
Solitalea	13	18	2	0	4	3	4	6	3	2	4	3	4	6	3	2	7	3
Solwaraspora	4	15	0	0	1	1	1	0	0	0	1	4	2	2	2	1	0	0
Sorangium	47	244	12	17	18	23	3	1	1	1	25	35	25	80	14	22	65	20
Spartinivicinus	3	3	5	4	1	3	1	0	1	0	4	2	5	10	3	5	13	7
Sphaerobacter	8	8	2	4	5	4	1	0	0	0	2	3	4	4	0	2	8	0
Sphaerochaeta	223	494	38	47	57	39	4	13	8	11	50	40	71	117	43	51	119	66
Sphaerospermopsis	8	55	0	11	7	13	2	5	6	3	11	7	16	14	8	11	32	10
Sphaerotilus	6	18	8	6	5	6	8	6	1	1	0	3	11	10	1	4	9	2
Sphingobacterium	358	445	36	58	47	58	42	60	54	60	67	61	110	149	76	85	201	96
Sphingobium	77	401	23	33	24	42	15	9	8	7	36	28	40	89	23	22	74	39
Sphingomicrobium	0	2	1	5	7	6	6	3	0	6	2	1	7	3	0	0	5	2
Sphingomonas	326	812	64	54	64	62	14	6	6	13	55	49	74	182	40	55	136	45
Sphingopyxis	62	66	5	21	13	12	11	3	2	3	3	3	4	12	6	2	6	3
Sphingorhabdus	6	26	0	2	0	1	0	0	0	0	0	1	3	3	1	0	3	0
Sphingosinicella	12	28	3	4	9	5	0	0	1	1	7	5	6	25	5	11	16	9
Sphingosinithalassobacter	30	7	3	4	6	7	5	3	1	3	6	4	6	11	4	4	9	2
Spiractinospora	10	41	6	7	8	8	5	0	1	4	7	8	9	19	3	5	16	9
Spiribacter	11	44	0	4	1	0	0	0	0	0	1	0	0	3	0	2	1	4
Spirochaeta	11	16	3	5	7	9	1	0	0	0	0	4	2	10	2	2	8	3
Spiroplasma	217	194	13	14	21	37	27	29	34	40	45	44	67	81	66	39	131	69
Spirosoma	63	74	10	7	5	7	14	11	10	21	12	7	13	27	12	10	31	19
Spongiibacter	5	13	2	0	2	6	1	8	1	6	1	1	0	4	1	0	2	1
Sporofaciens	36	64	2	5	4	3	0	0	0	0	2	5	2	10	10	3	16	8
Sporolactobacillus	57	50	5	10	10	14	0	5	2	4	11	6	14	15	9	9	23	3
Sporomusa	174	131	7	18	11	14	1	1	0	0	14	14	16	44	16	10	36	31
Sporosarcina	415	447	40	42	60	52	13	37	16	29	51	46	78	156	41	63	159	75
Stackebrandtia	7	34	4	9	5	6	1	2	2	0	3	5	5	6	1	0	6	2
Stanieria	9	13	1	1	1	0	2	3	2	2	1	0	2	0	0	1	2	1
Staphylococcus	1279	1725	133	117	162	153	67	99	75	102	318	220	457	649	244	286	587	335
Staphylospora	30	44	4	7	8	14	0	0	0	0	8	14	12	16	10	10	33	9
Stappia	15	8	4	9	5	10	5	4	2	1	2	5	13	10	4	2	9	5
Starkeya	4	9	1	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0
Steffania	4	6	0	0	0	0	2	1	5	1	0	0	1	2	0	0	2	0
Stella	5	3	3	1	1	1	4	3	0	1	1	1	0	2	4	0	2	2
Stenotrophomonas	66	329	19	41	34	34	28	10	7	8	24	26	52	96	19	25	61	27
Stieleria	17	41	1	1	0	0	0	0	0	0	3	1	3	4	0	0	0	0
Stigmatella	2	4	0	1	0	0	1	0	0	0	1	0	2	1	1	0	1	0
Stomatobaculum	259	325	27	53	58	56	7	1	1	3	45	26	68	105	27	29	86	45
Stratiformator	3	4	1	0	1	1	0	0	0	0	0	0	1	0	2	0	3	0
Streptacidiphilus	20	26	3	7	4	3	8	0	3	4	3	2	8	5	1	3	6	1
Streptantibioticus	2	1	4	6	1	3	3	3	2	2	5	0	7	9	0	2	5	2
Streptobacillus	28	64	3	8	10	8	16	26	19	17	7	2	9	11	11	8	29	13
Streptococcus	3632	4878	461	670	674	699	126	165	95	124	588	567	1066	1508	654	701	1684	773
Streptomonospora	17	119	6	4	8	8	9	1	0	4	6	8	14	17	3	5	8	3
Streptomyces	1943	5653	301	306	328	376	112	59	37	57	314	375	402	1102	232	290	750	313
Streptosporangium	17	76	3	6	3	6	0	0	1	0	8	7	5	25	2	5	9	10
Stutzerimonas	52	121	10	9	12	10	8	11	1	8	5	11	22	21	16	6	19	7
Stygiolobus	9	32	3	9	2	3	1	0	0	0	3	6	7	6	2	4	13	4
Subdoligranulum	495	884	197	335	311	268	305	166	50	129	140	140	343	441	115	88	304	153
Subtercola	12	58	5	5	6	3	0	0	0	0	3	7	4	9	1	2	8	4
Succinivibrio	212	161	9	15	12	15	1	3	1	3	12	10	23	32	14	16	27	21
Suicoccus	10	0	2	2	4	0	1	1	1	1	0	1	3	4	5	2	7	1
Sulfidibacter	6	7	0	1	0	0	1	2	0	0	0	1	2	1	0	0	0	0
Sulfitobacter	35	83	2	7	7	4	5	1	1	2	4	2	7	10	2	4	8	4
Sulfolobus	12	9	2	1	1	0	2	3	0	0	4	2	6	6	1	1	9	4
Sulfuricaulis	2	0	2	0	0	0	2	2	1	1	0	0	0	0	0	0	1	0
Sulfuricella	4	3	3	0	1	1	0	3	1	7	0	0	1	0	1	0	2	3
Sulfuricurvum	3	7	0	1	1	0	1	2	2	1	4	7	4	7	1	1	4	5
Sulfuricystis	2	0	0	0	0	1	2	3	3	1	0	0	0	0	0	0	2	1
Sulfuriferula	60	35	4	5	2	10	4	8	8	8	1	1	4	8	3	4	9	3
Sulfurifustis	8	12	3	0	1	1	0	0	0	0	2	1	0	1	2	1	1	1
Sulfurihydrogenibium	7	18	1	1	3	1	0	1	0	3	2	1	3	10	3	3	10	5
Sulfurimicrobium	3	3	0	0	2	0	0	2	0	0	1	0	1	1	0	1	0	0
Sulfurimonas	199	262	25	14	22	14	12	18	17	13	31	30	36	58	29	23	75	28
Sulfurisphaera	0	0	0	0	0	0	0	0	0	0	1	3	3	6	4	2	2	5
Sulfuritalea	3	3	2	5	7	5	2	2	1	0	1	1	3	10	2	2	6	1
Sulfuritortus	0	11	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Sulfurivermis	1	9	0	1	1	1	1	1	1	1	2	1	0	0	0	1	2	0
Sulfurospirillum	38	35	8	10	7	8	4	4	5	2	7	11	22	24	14	8	28	15
Sulfurovum	49	49	4	7	1	3	2	2	0	1	5	4	11	25	7	8	20	10
Sunxiuqinia	3	5	0	0	1	3	0	1	1	1	0	0	0	1	0	0	1	0
Superficieibacter	0	4	0	0	1	2	3	4	2	9	1	1	3	0	0	2	4	2
Sutcliffiella	88	77	13	22	25	20	2	8	7	4	12	6	19	22	6	9	31	12
Sutterella	126	73	53	96	103	168	368	532	460	464	26	41	110	43	35	70	253	40
Swingsia	4	4	0	0	0	0	0	0	1	1	0	0	1	1	0	0	3	0
Symbiobacter	0	0	1	1	0	1	2	3	2	2	0	0	0	0	0	0	0	1
Symbiobacterium	9	39	0	0	0	0	1	0	0	1	0	0	2	0	0	0	1	1
Symbiopectobacterium	11	74	17	14	15	11	0	0	0	0	12	18	21	22	12	19	48	16
Symmachiella	5	10	0	1	2	0	2	2	1	4	1	0	0	2	0	0	0	0
Synechococcus	78	357	28	24	19	25	13	12	10	15	28	15	37	65	22	23	84	30
Synechocystis	7	6	4	5	6	12	1	0	0	0	2	3	3	8	0	2	11	2
Syntrophobacter	14	87	1	1	6	3	0	1	0	0	3	1	3	14	3	3	3	2
Syntrophobotulus	33	16	4	5	5	4	0	2	0	2	6	4	11	15	6	8	18	9
Syntrophocurvum	5	7	8	2	5	3	1	1	1	3	4	6	12	16	13	5	20	8
Syntrophomonas	14	9	1	0	2	2	0	0	0	1	0	0	1	5	0	0	2	2
Syntrophotalea	54	45	0	4	3	4	1	2	0	2	1	2	7	7	1	0	7	2
Syntrophus	13	24	2	0	1	4	0	0	0	2	3	1	7	2	1	2	6	3
Tabrizicola	2	1	1	1	1	0	0	0	0	0	2	2	3	0	1	0	1	1
Tachikawaea	33	14	0	0	0	1	0	0	0	1	3	1	3	4	3	4	7	3
Tahibacter	5	15	1	3	3	2	3	1	0	4	6	3	2	3	0	1	1	0
Takahashivirus	7	6	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0
Tamlana	32	119	1	3	4	0	3	1	1	5	1	4	7	9	3	3	7	5
Tannerella	32	56	11	9	7	17	24	20	24	23	4	9	7	10	1	7	25	5
Tannockella	89	71	27	21	29	25	11	26	19	18	51	57	89	131	94	103	209	110
Tatumella	10	7	0	1	1	4	0	2	1	2	2	0	3	2	6	3	5	3
Tautonia	2	10	0	0	0	1	0	0	0	0	0	3	1	2	0	0	1	0
Taylorella	9	8	0	0	0	2	0	3	4	0	4	3	2	2	2	4	7	1
Telluria	3	20	0	0	2	0	0	0	0	0	1	2	0	0	0	0	1	0
Tellurirhabdus	9	17	1	0	3	5	4	3	6	0	3	1	6	15	5	0	15	7
Temperatibacter	29	41	8	3	0	5	0	1	1	0	3	1	1	3	0	1	7	2
Tenacibaculum	74	71	2	17	9	16	24	36	23	29	5	11	17	25	10	12	28	6
Tenuifilum	5	7	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1
Tepidanaerobacter	52	40	3	7	6	11	2	3	2	2	8	10	11	25	8	10	21	8
Tepidibacter	154	269	20	19	25	17	22	52	34	52	39	40	107	113	43	57	139	65
Tepidiforma	7	34	1	3	1	3	0	0	1	0	0	1	1	3	0	0	2	1
Tepiditoga	6	17	3	2	3	7	15	13	13	11	3	7	18	19	13	11	18	5
Terasakiella	8	9	1	1	1	0	0	1	1	0	0	1	0	1	1	2	3	1
Teredinibacter	73	53	8	14	13	12	8	8	3	6	10	5	15	17	5	5	8	6
Terribacillus	13	86	6	2	3	8	0	0	0	0	8	8	11	20	9	12	33	14
Terriglobus	29	39	14	13	20	8	4	5	5	5	9	4	9	14	5	6	20	7
Terrihabitans	1	43	4	4	2	2	1	0	0	0	4	2	3	8	1	3	7	3
Terrisporobacter	378	641	93	94	167	190	34	78	40	58	425	346	708	807	256	243	526	306
Tessaracoccus	365	460	21	4	4	1	0	3	1	0	3	7	7	10	1	6	5	1
Tetragenococcus	64	189	35	40	49	32	14	22	9	18	33	24	47	99	40	39	92	42
Tetrasphaera	13	24	3	0	0	0	0	0	0	0	0	6	1	2	0	0	0	0
Thalassobacter	1	7	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0
Thalassobaculum	13	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thalassococcus	3	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
Thalassoglobus	4	30	0	2	0	0	0	0	0	0	2	0	1	3	1	0	2	1
Thalassolituus	5	3	2	1	0	3	2	5	1	4	0	0	1	0	0	3	3	0
Thalassomonas	17	24	1	2	2	9	2	3	1	1	1	2	3	5	5	5	8	2
Thalassospira	13	97	4	13	4	3	9	2	1	6	0	6	13	9	2	0	6	1
Thalassotalea	37	33	0	1	1	3	5	7	4	6	5	8	14	5	10	11	21	9
Thalassovita	18	14	1	1	3	1	1	2	1	1	3	1	5	2	3	2	3	1
Thauera	41	275	8	6	4	7	1	0	2	4	12	12	6	39	10	14	25	10
Thaumasiovibrio	3	5	0	2	2	3	2	2	2	7	1	1	4	3	0	1	9	2
Thermacetogenium	19	97	13	13	16	14	0	0	0	1	10	11	25	21	10	15	32	18
Thermaerobacter	21	74	6	11	11	7	7	2	2	2	4	1	13	15	2	8	9	2
Thermanaeromonas	15	7	1	1	3	4	2	1	0	0	0	4	2	3	1	4	4	1
Thermanaerosceptrum	17	37	7	7	5	13	1	0	0	1	8	9	12	23	7	10	29	13
Thermanaerovibrio	2	29	3	8	6	6	0	0	0	0	5	3	7	17	4	5	13	2
Thermincola	18	47	9	9	7	12	0	0	1	1	16	12	27	44	16	17	43	16
Thermoactinomyces	48	41	3	4	2	2	0	1	0	1	2	6	3	3	2	2	10	2
Thermoanaerobacter	31	144	7	19	12	14	1	5	5	5	11	17	32	35	22	23	68	24
Thermoanaerobacterium	147	239	16	10	23	17	10	22	10	11	30	23	49	81	36	37	88	35
Thermobacillus	5	35	4	6	8	11	6	5	4	2	9	11	6	32	10	6	18	10
Thermobifida	26	111	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Thermobispora	11	57	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
Thermocaproicibacter	67	147	8	17	25	17	4	3	2	4	21	18	28	37	9	9	34	19
Thermoclostridium	121	73	25	25	26	20	6	6	5	11	21	18	33	49	18	18	43	18
Thermococcus	12	143	3	21	8	10	0	0	0	0	11	11	17	37	14	10	37	12
Thermocoleostomius	4	9	0	1	2	1	0	0	0	0	3	2	2	5	3	10	4	3
Thermocrinis	7	7	0	0	1	1	0	0	0	0	2	0	2	3	0	2	2	0
Thermodesulfatator	3	40	9	12	15	12	0	1	0	0	6	4	10	15	11	14	28	14
Thermodesulfobacterium	18	124	20	9	20	18	2	6	1	5	12	11	23	36	21	22	53	22
Thermodesulfobium	41	24	2	1	2	3	3	8	2	4	6	5	14	19	9	11	9	9
Thermodesulfomicrobium	54	64	1	2	1	3	0	0	3	0	3	4	9	19	3	8	12	2
Thermodesulfovibrio	42	43	2	1	1	1	0	3	0	1	8	9	6	11	4	7	12	5
Thermoflexus	4	17	0	1	1	0	0	0	0	0	0	1	2	2	0	0	0	0
Thermogutta	18	14	1	0	0	1	0	1	0	0	4	0	2	9	0	3	4	1
Thermoleophilum	6	25	2	0	5	1	4	2	1	1	0	1	1	2	1	0	4	2
Thermomicrobium	0	38	1	2	3	3	3	2	5	1	2	4	3	12	5	1	9	3
Thermomonas	6	27	2	0	0	1	1	0	1	0	1	1	2	2	0	0	6	2
Thermomonospora	6	18	7	6	6	7	2	1	2	2	2	7	5	6	3	1	6	2
Thermophilibacter	489	5006	93	146	142	181	9	2	2	3	159	151	233	664	134	185	433	192
Thermoplasma	6	0	3	2	3	1	0	1	1	0	3	0	2	3	2	2	10	2
Thermosediminibacter	36	39	2	7	5	11	0	0	0	0	4	4	3	14	4	4	6	2
Thermosipho	9	42	4	6	5	6	16	20	8	20	9	6	12	23	11	5	28	7
Thermosulfidibacter	7	7	0	1	0	1	2	7	1	0	0	0	0	2	0	0	1	0
Thermosulfurimonas	8	63	6	15	9	17	0	3	0	0	10	7	11	27	6	9	18	9
Thermosulfuriphilus	1	6	2	1	2	0	0	0	0	0	2	2	3	3	1	3	3	1
Thermosynechococcus	13	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0
Thermotoga	10	17	1	0	5	0	0	0	0	0	3	1	2	8	1	4	2	1
Thermotomaculum	15	2	2	6	4	5	2	4	1	3	5	3	9	17	3	1	3	6
Thermovirga	2	5	4	4	2	2	0	0	0	0	4	1	2	3	3	5	9	0
Thermus	0	7	0	2	0	0	0	0	0	0	0	1	0	0	1	0	1	0
Thioalkalivibrio	15	37	2	2	5	3	1	1	0	0	2	5	3	11	4	6	8	4
Thiobacillus	32	27	3	3	2	4	0	1	0	0	3	3	3	7	3	3	8	1
Thiocapsa	7	25	3	4	3	6	1	0	2	1	6	4	2	10	2	5	9	2
Thioclava	14	92	3	4	3	4	0	0	0	0	6	7	6	20	3	13	12	4
Thiocystis	2	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Thiodiazotropha	42	14	0	0	1	1	0	2	1	1	0	1	2	1	3	1	6	1
Thiodictyon	3	21	1	0	0	3	0	0	0	0	1	1	0	2	0	0	4	1
Thiohalobacter	1	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiolapillus	6	69	0	1	2	1	0	1	1	3	0	0	0	1	0	1	2	0
Thiomicrorhabdus	27	31	10	8	11	14	4	12	3	7	18	6	21	29	14	17	30	12
Thiomicrospira	19	35	0	1	2	3	2	2	1	4	5	2	5	8	6	4	14	8
Thiomonas	29	106	2	4	8	10	3	2	5	1	9	6	12	20	2	4	22	6
Thiospirochaeta	6	10	0	1	2	0	0	1	0	1	1	1	1	0	1	1	2	3
Thiosulfatimonas	6	4	0	0	0	1	1	1	0	1	1	0	0	0	0	4	1	1
Thiosulfativibrio	2	2	1	3	2	1	0	0	0	0	2	8	2	6	2	8	5	3
Thiothrix	8	5	1	2	1	4	3	5	3	3	0	0	0	2	1	0	3	0
Thomasclavelia	6883	59465	1549	1466	1481	1724	307	305	119	267	3123	2465	4926	7530	5188	6501	12359	6988
Tissierella	96	159	23	23	20	23	31	31	24	26	34	26	37	53	34	42	102	39
Tistrella	5	3	1	2	0	1	1	3	0	1	0	0	0	0	0	0	1	0
Tolumonas	17	39	1	4	4	1	9	3	0	4	2	2	3	14	1	5	5	3
Tolypothrix	8	12	1	0	1	1	1	0	0	2	3	3	5	10	7	2	11	6
Tomitella	10	32	3	0	1	2	0	1	0	0	2	1	3	6	0	1	2	0
Trabulsiella	3	75	0	0	0	0	0	0	4	1	1	1	1	4	0	0	2	3
Treponema	565	730	95	110	123	111	35	31	31	27	87	100	154	233	84	107	259	133
Trichlorobacter	54	43	1	6	4	6	1	7	3	0	2	1	4	4	1	2	8	3
Trichococcus	196	201	16	22	23	26	3	3	3	7	32	30	34	80	33	33	77	43
Trichocoleus	9	46	11	6	7	9	0	0	0	0	6	7	7	24	10	13	23	9
Trichormus	7	17	3	10	6	7	0	0	0	0	4	7	10	11	2	4	15	6
Trichothermofontia	1	19	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0
Trinickia	9	19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tritonibacter	17	25	3	8	2	5	7	2	0	1	2	5	7	2	3	2	4	6
Tropheryma	0	0	0	1	2	0	0	0	0	0	2	1	1	3	1	2	3	0
Truepera	2	8	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
Trueperella	26	165	6	8	9	6	1	2	0	0	7	4	6	13	3	9	10	4
Tsukamurella	43	231	7	6	15	7	0	0	0	0	14	5	8	23	10	3	26	4
Tsuneonella	1	3	8	5	12	8	0	0	0	0	2	5	3	6	3	5	2	1
Tumebacillus	25	62	3	11	10	21	2	4	1	2	4	10	16	28	10	4	15	6
Tunicatimonas	2	15	4	1	2	1	2	0	1	0	2	5	3	6	2	3	12	6
Turicibacter	211	299	423	357	908	623	122	515	93	129	256	215	567	484	134	170	300	204
Turicimonas	3	22	8	16	8	13	45	46	38	35	1	1	10	6	3	5	16	1
Tuwongella	2	7	0	1	0	1	0	0	0	0	2	1	0	1	0	0	0	2
Tyzzerella	466	732	153	137	220	144	10	23	15	14	154	142	270	351	156	132	345	198
Umezawaea	4	9	1	0	0	0	0	0	0	0	1	3	1	1	2	0	1	0
Undibacterium	39	25	1	0	2	4	9	11	9	13	3	1	6	3	3	1	6	1
Urbifossiella	0	2	4	0	2	0	0	0	0	0	0	0	1	0	0	1	0	1
Ureaplasma	8	5	2	2	0	1	1	4	1	4	1	0	3	2	1	2	1	1
Urechidicola	1	1	1	0	1	0	0	0	0	0	1	1	1	2	1	2	1	1
Ureibacillus	139	43	4	4	2	5	1	4	2	4	10	9	8	29	12	17	33	14
Uruburuella	2	0	1	1	2	6	0	3	0	1	0	2	3	8	2	3	6	3
Usitatibacter	15	48	1	0	0	0	1	2	1	0	0	1	0	0	0	0	1	0
Vaginimicrobium	3	15	1	3	1	3	0	10	5	6	2	2	4	4	1	0	10	1
Vagococcus	408	642	48	61	52	54	26	66	37	49	80	70	115	192	84	90	243	114
Vallitalea	416	554	56	50	79	57	4	16	11	12	88	86	140	216	102	105	241	126
Vallotia	0	0	1	0	0	0	2	1	1	2	0	0	1	0	1	1	1	0
Varibaculum	1	7	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1
Variibacter	10	43	4	1	4	2	0	0	0	0	2	3	0	5	4	1	3	2
Variovorax	120	379	21	24	32	29	14	10	4	3	13	23	32	77	21	11	66	21
Veillonella	123	206	28	23	24	24	2	4	4	3	29	24	33	59	32	27	77	42
Venatoribacter	22	12	0	0	0	0	0	1	0	2	0	1	1	1	1	0	0	0
Verminephrobacter	3	9	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0
Verrucomicrobium	13	16	3	2	3	0	0	1	1	0	0	1	0	1	0	1	3	1
Vescimonas	277	333	71	119	105	101	80	36	13	32	64	75	148	156	36	46	134	61
Vespertiliibacter	6	12	0	3	5	2	3	2	1	2	5	3	4	13	2	9	13	1
Vespertilionpoxvirus	0	0	0	3	4	2	0	0	0	0	1	0	3	1	2	0	3	2
Vibrio	930	1298	83	100	106	125	56	78	47	76	107	93	194	298	143	136	319	175
Virgibacillus	371	395	35	58	49	51	11	15	17	24	66	67	98	170	79	81	202	92
Viridibacillus	62	101	7	13	8	12	6	13	10	12	15	10	22	35	16	19	39	13
Vitreoscilla	10	35	1	0	0	2	3	1	0	0	2	1	8	5	2	0	10	1
Vogesella	8	38	4	5	2	3	0	2	0	0	3	3	6	15	1	7	6	4
Vulcanimicrobium	2	9	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
Vulgatibacter	4	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Waddlia	8	4	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0
Wansuia	2252	6001	495	617	656	595	25	34	9	23	566	499	895	1458	555	625	1480	704
Weeksella	3	1	0	1	1	2	0	0	0	0	0	0	0	3	1	2	1	2
Weissella	86	145	11	14	10	20	10	11	7	6	21	10	28	43	15	15	47	22
Wenzhouxiangella	5	84	3	2	5	7	2	1	0	4	5	9	4	12	1	6	12	2
Wenyingzhuangia	8	12	0	0	1	4	1	1	0	0	8	3	4	4	3	3	10	8
Wielerella	2	1	1	1	0	1	5	4	4	4	1	0	2	1	2	3	6	0
Wigglesworthia	1	0	2	0	1	0	1	0	0	0	0	0	0	3	1	0	1	0
Williamsoniiplasma	7	14	1	1	1	2	1	6	4	9	5	2	3	4	3	3	6	3
Winkia	5	12	0	0	2	0	1	0	0	0	2	0	3	2	0	1	1	1
Winogradskyella	54	49	2	3	5	3	3	10	6	13	8	3	8	9	9	4	16	10
Woeseia	6	91	4	2	3	3	1	1	0	1	4	2	6	9	5	0	13	3
Wohlfahrtiimonas	4	3	0	0	0	0	0	2	3	1	0	0	0	1	0	1	0	0
Wolbachia	18	10	2	11	9	3	2	3	1	5	17	9	17	16	19	15	34	16
Wolinella	7	0	1	1	0	1	1	0	1	0	0	0	2	0	1	0	1	0
Wujia	1074	1629	119	129	115	144	5	8	4	4	139	130	235	358	147	170	369	191
Xanthobacter	15	131	5	11	9	10	3	2	1	5	15	16	12	31	10	16	19	5
Xanthomonas	74	326	26	25	35	51	21	14	8	9	31	24	54	110	23	35	82	24
Xenorhabdus	54	105	8	8	18	10	4	9	11	18	17	8	30	34	21	17	68	16
Xiamenia	525	2720	14	47	55	54	2	3	1	1	39	44	64	176	36	58	117	59
Xianfuyuplasma	4	10	1	0	3	0	0	0	1	0	2	0	1	2	3	2	5	1
Xylanibacter	20	37	4	4	0	7	22	35	16	26	2	2	9	8	5	3	21	5
Xylanimonas	35	209	3	4	10	9	2	0	0	0	6	11	14	28	11	11	26	8
Xylella	21	10	1	5	10	10	0	0	0	0	6	2	6	7	1	2	7	1
Xylophilus	10	61	4	8	10	6	4	3	2	1	3	6	4	7	1	2	3	3
Yersinia	84	150	20	21	19	13	15	6	9	6	18	23	37	61	24	18	77	27
Yimella	2	16	2	0	0	0	0	0	0	0	0	3	0	1	0	0	1	2
Yinghuangia	6	30	2	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0
Yokenella	21	18	1	0	0	0	0	0	0	0	1	0	2	6	2	2	5	1
Zhaonella	18	29	3	1	3	2	0	0	0	0	0	0	4	4	0	1	2	0
Zhihengliuella	12	162	0	4	1	1	0	0	0	0	0	3	1	8	1	2	4	2
Zhouia	3	3	0	0	0	0	2	0	0	1	1	3	7	2	1	2	7	4
Zobellella	5	6	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0
Zobellia	39	16	2	0	3	2	0	2	0	0	1	1	1	1	0	0	0	1
Zophobihabitans	5	7	0	1	0	1	2	0	1	3	1	2	3	2	0	0	2	1
