genus	Toti_Illumina_V1_V2_EMU_EMUdb_I_1	Toti_Illumina_V1_V2_EMU_EMUdb_I_2	Toti_Illumina_V1_V2_EMU_EMUdb_I_3	Toti_Illumina_V1_V2_EMU_EMUdb_I_4	Toti_Illumina_V1_V2_EMU_EMUdb_MN_1	Toti_Illumina_V1_V2_EMU_EMUdb_MN_2	Toti_Illumina_V1_V2_EMU_EMUdb_MN_3	Toti_Illumina_V1_V2_EMU_EMUdb_MN_4	Toti_Illumina_V1_V2_EMU_EMUdb_Z_1	Toti_Illumina_V1_V2_EMU_EMUdb_Z_2	Toti_Illumina_V1_V2_EMU_EMUdb_Z_3	Toti_Illumina_V1_V2_EMU_EMUdb_Z_4	Toti_Illumina_V1_V3_EMU_EMUdb_I_1	Toti_Illumina_V1_V3_EMU_EMUdb_I_2	Toti_Illumina_V1_V3_EMU_EMUdb_I_3	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_Illumina_V1_V3_EMU_EMUdb_MN_3	Toti_Illumina_V1_V3_EMU_EMUdb_MN_4	Toti_Illumina_V1_V3_EMU_EMUdb_Q_1	Toti_Illumina_V1_V3_EMU_EMUdb_Q_2	Toti_Illumina_V1_V3_EMU_EMUdb_Q_3	Toti_Illumina_V1_V3_EMU_EMUdb_Q_4	Toti_Illumina_V1_V3_EMU_EMUdb_Z_1	Toti_Illumina_V1_V3_EMU_EMUdb_Z_2	Toti_Illumina_V1_V3_EMU_EMUdb_Z_3	Toti_Illumina_V1_V3_EMU_EMUdb_Z_4	Toti_Illumina_V3_V4_EMU_EMUdb_I_1	Toti_Illumina_V3_V4_EMU_EMUdb_I_2	Toti_Illumina_V3_V4_EMU_EMUdb_I_3	Toti_Illumina_V3_V4_EMU_EMUdb_I_4	Toti_Illumina_V3_V4_EMU_EMUdb_MN_1	Toti_Illumina_V3_V4_EMU_EMUdb_MN_2	Toti_Illumina_V3_V4_EMU_EMUdb_MN_3	Toti_Illumina_V3_V4_EMU_EMUdb_MN_4	Toti_Illumina_V3_V4_EMU_EMUdb_Z_1	Toti_Illumina_V3_V4_EMU_EMUdb_Z_2	Toti_Illumina_V3_V4_EMU_EMUdb_Z_3	Toti_Illumina_V3_V4_EMU_EMUdb_Z_4	Toti_ONT_V1_V9_EMU_EMUdb_I_1	Toti_ONT_V1_V9_EMU_EMUdb_I_2	Toti_ONT_V1_V9_EMU_EMUdb_I_3	Toti_ONT_V1_V9_EMU_EMUdb_I_4	Toti_ONT_V1_V9_EMU_EMUdb_MN_1	Toti_ONT_V1_V9_EMU_EMUdb_MN_2	Toti_ONT_V1_V9_EMU_EMUdb_MN_3	Toti_ONT_V1_V9_EMU_EMUdb_MN_4	Toti_ONT_V1_V9_EMU_EMUdb_Q_1	Toti_ONT_V1_V9_EMU_EMUdb_Q_2	Toti_ONT_V1_V9_EMU_EMUdb_Q_3	Toti_ONT_V1_V9_EMU_EMUdb_Q_4	Toti_ONT_V1_V9_EMU_EMUdb_Z_1	Toti_ONT_V1_V9_EMU_EMUdb_Z_2	Toti_ONT_V1_V9_EMU_EMUdb_Z_3	Toti_ONT_V1_V9_EMU_EMUdb_Z_4	Toti_PacBio_V1_V9_EMU_EMUdb_I_1	Toti_PacBio_V1_V9_EMU_EMUdb_I_2	Toti_PacBio_V1_V9_EMU_EMUdb_I_3	Toti_PacBio_V1_V9_EMU_EMUdb_I_4	Toti_PacBio_V1_V9_EMU_EMUdb_MN_1	Toti_PacBio_V1_V9_EMU_EMUdb_MN_2	Toti_PacBio_V1_V9_EMU_EMUdb_MN_3	Toti_PacBio_V1_V9_EMU_EMUdb_MN_4	Toti_PacBio_V1_V9_EMU_EMUdb_Z_1	Toti_PacBio_V1_V9_EMU_EMUdb_Z_2	Toti_PacBio_V1_V9_EMU_EMUdb_Z_3	Toti_PacBio_V1_V9_EMU_EMUdb_Z_4
Erysipelothrix	0	0	0	0	0	0	0	0	0	0	0	0	205	0	270	0	409	76	0	86	57	30	24	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia	14	0	20	11	0	13	18	0	49	59	55	84	27	0	0	0	18	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	27	0	35	745	134	77	0	82	39	17	0	0	0	0	1137	1436	1032	1093	0	0	0	0	0	0	0	0	16	0	0	0
Eubacterium	156	68	132	112	148	59	187	65	66	57	112	167	1050	71	962	5	1195	586	0	2563	149	102	58	0	165	173	822	31	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Euhalothece	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	41	30	0	14	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Facklamia	19	19	28	0	39	17	29	26	0	24	12	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faecalibacterium	978	746	733	897	1183	1539	1829	1138	1817	2200	4096	3801	4077	385	2600	19	5739	8702	10	13238	29994	20694	4938	9	2678	2925	13104	328	1738	1186	806	1308	1598	2833	1925	1310	2751	3397	4299	4078	5704	56161	8404	8503	34	20874	9223	5139	0	1	0	4	93460	110177	142435	115452	290	263	153	509	40	364	265	718	2358	1204	1786	1231
Faecalibaculum	0	0	0	0	0	0	0	0	0	0	0	0	76	0	156	0	194	34	0	136	51	23	41	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	17	0	0	0
Faecalicatena	81	52	93	91	125	68	102	75	95	103	110	111	3452	310	5056	58	10148	3709	4	9429	345	336	140	0	261	262	3410	202	164	66	77	84	160	118	135	134	21	17	13	62	211	1244	515	282	0	648	391	398	0	0	0	0	1060	572	739	650	163	99	117	270	112	192	226	909	255	91	54	174
Faecalicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	110	0	0	70	63	58	144	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faecalimonas	1286	796	1031	1074	1563	998	1750	1063	262	265	281	485	9906	1098	8734	123	19300	9588	9	29657	346	330	99	0	386	408	1812	106	2108	1396	1149	1588	2474	2200	1890	1512	342	357	352	468	40011	264663	69790	48122	523	67986	38592	39413	1	0	1	0	32443	33014	31961	24284	1478	1115	939	2513	578	941	1529	3717	582	304	259	284
Faecalitalea	0	0	0	0	0	0	0	0	0	0	0	0	12	0	64	0	76	17	0	164	53	57	126	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Falcatimonas	0	0	0	0	0	0	13	0	0	0	0	0	35	0	76	0	130	40	0	197	13	11	0	0	19	33	70	0	0	0	0	0	0	0	0	0	0	0	0	0	23	171	51	22	0	52	32	37	0	0	0	0	67	80	41	62	0	0	0	0	0	0	0	0	0	0	0	0
Ferruginibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
Filifactor	0	0	0	0	0	0	0	0	0	0	0	0	11	0	15	0	28	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Finegoldia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	15	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flaviflexus	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	26	67	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavitalea	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavonifractor	0	0	0	0	0	0	0	0	0	0	0	0	32	0	27	0	20	30	0	12	14	14	0	0	25	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611	49	168	22	0	0	0	0	0	0	0	0	0	0	0	0
Fournierella	29	14	0	16	68	70	79	37	11	30	44	56	90	0	63	0	412	290	0	553	216	143	15	0	26	38	68	0	11	0	0	0	80	77	89	49	0	17	0	24	191	1171	194	216	0	906	536	330	0	0	0	0	619	1583	850	1130	10	0	0	20	0	17	24	48	23	18	0	16
Frateuria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frisingicoccus	128	53	96	112	143	82	126	102	13	13	16	30	179	19	43	1	152	101	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusicatenibacter	0	0	0	0	0	0	0	0	0	0	0	0	153	20	68	0	395	276	0	107	0	0	0	0	23	11	23	0	270	320	166	216	317	534	386	224	1252	1003	997	951	0	64	14	0	0	0	0	0	0	0	0	0	94	85	69	48	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium	2700	3092	3316	3056	2516	3069	5064	2106	5515	5108	8455	7449	5590	588	8267	9	7425	9354	2	15879	143203	122893	23548	7	6151	4869	22317	186	3238	3654	2892	2706	2678	5028	4062	2040	6029	6853	6579	6459	1323	20765	12968	7988	0	6488	4342	3623	0	2	2	3	85881	50732	115445	72251	113	317	207	470	41	193	250	482	3201	1358	1911	915
Gabonia	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gabonibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gaiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	40	0	0	125	0	0	14	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
Gallionella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	74	35	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geitlerinema	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	11	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemmiger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	19	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geobacillus	14	0	15	10	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geobacter	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geosporobacter	0	0	0	21	0	0	0	0	0	35	0	52	127	0	68	0	107	82	1	308	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Globicatella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
Gloeothece	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	28	26	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glutamicibacter	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	42	61	0	105	38	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonibacter	0	0	0	0	0	0	0	0	0	0	0	0	49	0	140	0	188	42	0	162	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorillibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	189	0	0	107	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gottschalkia	0	0	0	0	0	0	0	0	0	0	0	0	99	0	60	1	144	107	0	209	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gryllotalpicola	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	50	84	0	46	47	53	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Guggenheimella	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halobacillus	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halomicronema	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halothece	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haoranjiania	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helicobacter	0	0	0	0	0	21	0	0	22	0	24	147	0	0	0	0	0	38	0	0	0	0	0	0	0	0	47	0	46	50	0	0	0	117	0	0	172	61	143	597	26	1077	86	83	0	554	92	29	0	1	0	0	7175	2069	6186	10985	0	0	0	0	0	0	0	0	92	15	21	75
Heliobacterium	0	0	0	0	0	0	0	0	0	0	0	0	27	0	14	0	40	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herbinix	13	0	11	0	20	0	14	0	0	11	0	17	34	0	44	0	81	21	0	212	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hespellia	0	0	0	0	0	0	0	0	0	0	0	0	145	18	95	3	275	240	0	320	0	0	0	0	44	34	0	0	40	31	22	32	47	33	29	51	12	0	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Holdemanella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Holdemania	0	0	0	0	0	0	0	0	0	0	0	0	45	0	101	0	187	58	1	112	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Howardella	0	0	0	0	0	0	0	0	0	0	0	0	46	0	20	0	53	22	0	49	33	20	0	0	0	15	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hungatella	0	0	0	32	14	17	26	0	51	37	52	36	245	20	194	2	352	194	0	298	66	61	15	0	209	130	277	0	0	0	0	0	0	0	0	0	0	26	0	0	292	4201	749	415	0	1388	687	446	0	0	0	0	5887	8363	6822	3449	0	0	0	0	0	0	0	15	40	0	10	12
Hydrogenispora	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	12	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrogenoanaerobacterium	0	0	0	0	0	0	0	0	0	0	20	14	0	0	0	0	0	13	0	17	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrogenophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	27	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypnocyclicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iamia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
Ichthyobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	31	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ihubacter	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ileibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ilumatobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
Ilyobacter	0	0	0	0	0	0	0	0	0	0	0	0	70	0	26	0	52	57	0	118	506	486	174	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Intestinibacter	25	0	15	0	24	30	39	20	28	17	0	38	105	0	28	3	253	287	0	66	68	142	0	0	26	17	0	0	108	36	41	39	71	66	71	75	13	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Intestinibaculum	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	65	37	0	40	0	0	0	0	0	0	0	0	31	18	17	0	23	17	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iphinoe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1	0	0	1	35	0	0	0	0	35	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kallipyga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kandleria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	150	122	179	270	177	195	139	54	29	90	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kineothrix	0	0	0	0	0	0	0	0	0	0	0	0	132	0	48	1	258	252	0	118	25	19	0	0	67	58	0	0	135	109	63	95	168	311	166	118	316	469	285	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Komvophoron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kosmotoga	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Laceyella	0	0	0	0	0	0	0	0	0	0	0	0	12	0	70	1	53	0	0	154	11	0	24	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1488	9655	2479	1792	0	2359	1316	1168	0	0	0	0	3629	5338	3819	4206	0	0	0	0	0	0	0	0	0	0	0	0
Lachnoanaerobaculum	0	0	0	0	0	0	0	0	0	0	0	0	166	0	468	0	690	226	0	421	54	77	56	0	62	14	747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnobacterium	0	0	0	0	0	0	0	0	0	0	0	0	15	0	37	0	56	0	0	43	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnoclostridium	18	31	22	29	57	38	57	23	173	122	183	195	887	70	2234	2	3158	1059	0	6019	401	303	153	0	252	268	2117	64	18	0	0	0	0	0	18	12	0	0	0	0	585	7847	1088	716	0	1775	930	496	0	0	0	0	10213	9982	8405	5588	0	0	0	0	0	0	0	0	31	0	0	0
Lachnospira	30	16	0	0	44	0	18	0	30	33	32	72	363	36	193	0	400	295	0	757	702	778	168	0	66	135	264	17	0	0	0	0	0	13	0	0	12	36	0	31	762	5214	1059	855	0	1022	495	584	0	0	0	0	4395	8354	3899	5041	46	32	21	48	13	20	18	74	113	90	48	76
Lachnotalea	0	0	0	0	0	0	0	0	0	0	0	0	56	0	34	0	43	48	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lacrimispora	148	118	137	151	207	138	186	161	80	109	96	175	732	81	3415	9	3615	569	0	2538	382	335	167	0	268	328	2661	95	0	0	0	0	0	0	0	0	0	0	0	0	671	6504	1393	826	0	2566	1266	1096	0	0	0	0	9469	12931	7277	6020	31	50	27	82	31	58	79	148	288	203	101	125
Lactiplantibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	35	0	0	11	16	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus	18	0	27	0	35	0	17	0	0	0	26	20	886	0	456	1	878	348	1	981	476	392	111	0	43	22	263	0	47	11	0	27	23	18	12	25	27	111	29	99	14	89	25	0	0	10	0	0	0	0	0	0	39	123	57	61	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactonifactor	21	0	0	0	29	0	24	26	0	0	0	11	81	0	101	2	106	78	0	206	0	0	0	0	33	25	0	0	72	53	51	63	97	93	76	77	24	15	20	16	146	641	274	136	0	357	207	225	0	0	0	0	206	183	76	241	0	0	0	0	0	0	0	0	0	0	0	0
